trace_id,step,x,y,heading,speed,action,reward,label
0,0,6.738348007202148,0.0034745470620691776,0.0018016284774384772,21.034144476443906,"[0.06688196677453255, -2.7147470080632985]",1.833001657346146,True
0,1,8.814911842346191,0.043962620198726654,0.02017211367680538,19.65334980379551,"[0.10827508074194617, -2.510589065230051]",2.165003909261123,True
0,2,10.752355575561523,0.13999369740486145,0.05448095221002358,18.415704356544264,"[0.056777245871846994, -3.453860358299961]",2.020314402819781,True
0,3,12.56804370880127,0.24994131922721863,0.0852531128156162,17.295550785164888,"[-0.001663326668555224, -1.7323200197838653]",1.893518111772988,True
0,4,14.271759033203125,0.3584454357624054,0.10786161941568118,16.17414495672949,"[-0.03915672951226874, -1.855785399735415]",1.7764989767071382,True
0,5,15.86266803741455,0.46725839376449585,0.12148395470754458,14.996041157251613,"[-0.07124595605464924, -1.1578444541598378]",1.658391189419058,True
0,6,17.332763671875,0.5744674801826477,0.12244975007686243,13.717446487318696,"[-0.09209953722328286, -1.1465182240859615]",1.5318241436533833,True
0,7,18.687759399414062,0.6742681860923767,0.10950838507573124,12.892970061142993,"[-0.0870465983433887, -0.5300554163521565]",1.4130140928142059,True
0,8,19.948474884033203,0.7591908574104309,0.08348903490954829,11.710008044136156,"[-0.11094903423428547, -0.8367533553830109]",1.3134105208177533,True
0,9,21.104955673217773,0.8076580762863159,0.04973613125388354,10.936994263488966,"[-0.11907403214384535, -0.47112070998030875]",1.2056972633702707,True
0,10,22.198768615722656,0.81580650806427,0.014989868511619875,10.808225392820578,"[-0.10108835197093434, -0.06376917298866958]",1.1424499567725754,True
0,11,23.263792037963867,0.7887468338012695,-0.015465242766198983,10.143171540624612,"[-0.08935067367815927, -0.3331979985792255]",1.1106676941740217,True
0,12,24.272912979125977,0.7389025688171387,-0.0395747069566319,9.865981368323531,"[-0.05658587445793408, -0.14010086632093527]",1.0535178573195654,True
0,13,25.25912857055664,0.6771544218063354,-0.056101086259173094,9.883539151811705,"[-0.039129826879384294, 0.058706163639573476]",1.0306915176138167,True
0,14,26.244321823120117,0.6067341566085815,-0.06711805105661295,9.859039824836776,"[-0.021746303572389512, -0.012561203512284277]",1.029558931775242,True
0,15,27.227745056152344,0.5320809483528137,-0.07362947992185642,9.869286169694492,"[-0.01082894996454746, 0.035456663046314]",1.0278350207958518,True
0,16,28.213281631469727,0.4571934640407562,-0.07598211642883257,9.931799251999736,"[0.01179481554057217, 0.22260099612986353]",1.0302296719513817,True
0,17,29.205425262451172,0.38775646686553955,-0.0730276055154988,10.000883134062482,"[0.02945319623724337, 0.24839615182063687]",1.0371476050847266,True
0,18,30.203983306884766,0.3266657888889313,-0.0659101743442072,10.026785447834298,"[0.03438711186440607, 0.09447744866661781]",1.043678578948848,True
0,19,31.203449249267578,0.27446645498275757,-0.05716115753107953,9.95419258485291,"[0.03230209177672591, -0.036255766249284824]",1.0442598090146507,True
0,20,32.19051742553711,0.2319808304309845,-0.0479937581106995,9.632627566860947,"[0.037847824497357685, -0.1609469599604985]",1.0304150003204056,True
0,21,33.14821243286133,0.2025631070137024,-0.03720862148615112,9.367010751705209,"[0.05360000883522843, -0.13214336300835647]",0.9998465557068922,True
0,22,34.06863784790039,0.18643230199813843,-0.025199762340711196,8.650654986703547,"[0.038950679841982055, -0.359543626838902]",0.9593533624792284,True
0,23,34.9388427734375,0.17838862538337708,-0.015571369735638996,8.746779254361385,"[0.03134710082735592, 0.3383211440020966]",0.9095654321817356,True
0,24,35.81332778930664,0.17541912198066711,-0.008041548069549265,8.754810335212442,"[0.020937480826418095, 0.027549437100100715]",0.9138816623775966,True
